,0
20031,Foreign Trade Policy Elimination Of Restrictive Measures In Trade With Third Parties
20032,Labour Procedural Guarantees And Public Awareness
20033,Labour Co-Operation
20034,Labour Cooperation With International And Regional Organizations
20035,Labour Cooperative Activities
20036,Co-Operation Methods And Means
20037,Financial Aspects Of Cooperation Objective
20038,Labour National Points Of Contact
20039,Final Provisions Memorandum Of Understanding On Labour Cooperation
20040,Labour Labour Consultations
20041,Cooperation Exchange Of Information
20042,Nature And Scope Of This Agreement Principles
20043,Nature And Scope Of The Agreement Objective And Scope
20044,Administration Of The Agreement The Joint Committee
20045,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20046,General And Final Provisions Depositary Of This Agreement
20047,Sustainable Development International Labour Standards And Agreements
20048,Nature And Scope Of The Agreement Principles
20049,Labor Fundamental Labor Rights
20050,General Provisions Cooperation With International And Regional Organizations And Groupings
20051,General And Final Provisions Status Of The Annex And Schedule
20052,Trade And Sustainable Development International Labour Standards And Agreements
20053,"General Objectives, Principles And Political Dialogue Objectives"
20054,Economic And Technical Cooperation Oversight Of Economic And Technical Cooperation
20055,"Institutional, General And Final Provisions Annexes, Appendices, Protocols And Notes"
20056,"Institutional, General And Final Provisions Procedures Of The Association Committee"
20057,Nature And Scope Of This Agreement Principles
20058,Dispute Settlement Review Of Any Measure Taken To Comply With The Final Report
20059,"Institutional, General And Final Provisions Procedures Of The Association Council"
20060,Nature And Scope Of This Agreement Objectives
20061,"Institutional, General And Final Provisions Annexes, Appendices, Protocols And Notes"
20062,Economic And Technical Cooperation Sub-Committee On Economic And Technical Cooperation
20063,General Provisions Modification Of The Rules Of Procedure And Code Of Conduct
20064,Labour General Principles
20065,Other Trade Related Provisions Sub-Committee On Sanitary And Phytosanitary Matters
20066,Sanitary And Phytosanitary Measures Relation To Other Agreements
20067,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20068,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20069,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20070,General Provisions Trade And Economic Relations Covered By This Agreement
20071,Trade Liberalisation Trade Relations With Third Parties
20072,"Objectives, Establishment Of A Free Trade Area And Definitions Extent Of Obligations"
20073,General Provisions Relation To The Wto Agreement
20074,Customs Duties Modification Of Tariff Commitments
20075,Trade In Goods Customs Duties Elimination Schedule
20076,Trade In Goods Customs Duties Elimination Schedule
20077,Trade In Goods Rules Of Origin And Mutual Assistance In Customs Matters
20078,Trade In Goods Rules Of Origin And Mutual Assistance In Customs Matters
20079,National Treatment And Market Access For Goods Good Re-Entered After Repair Or Alteration
20080,National Treatment And Market Access For Goods Customs Duty-Free Entry Of Commercial Samples Of Negligible Value And Printed Advertising Materials
20081,Customs Procedures And Cooperation Temporary Admission Of Goods
20082,Customs Procedures And Trade Facilitation Temporary Admission Of Goods
20083,Common Provisions Customs Duty
20084,Customs Procedures And Cooperation Temporary Admission Of Goods
20085,Customs Procedures And Trade Facilitation Temporary Admission Of Goods
20086,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Transit And Transshipment
20087,Trade In Goods Relation To Safeguard Measures Under The Wto Agreement
20088,Sanitary And Phytosanitary Measures Non-Application Of Chapter 9
20089,Technical Standards Affirmation Of Gatt Agreement
20090,Trade In Goods Consular Fees
20091,"Trade In Goods Fees, Charges And Formalities Connected With Importation And Exportation"
20092,Trade In Goods Elimination Of Agricultural Export Subsidies
20093,Trade In Goods Elimination Of Agricultural Export Subsidies
20094,Elimination Of Customs Duties Customs Duties On Industrial Imports Originating In Chile
20095,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
20096,Elimination Of Customs Duties Customs Duties On Industrial Imports Originating In Chile
20097,Common Provisions Procedure For The Application Of Safeguard Measures
20098,Trade In Goods Sub-Committee On Trade In Goods
20099,Safeguards Standards For A Special Safeguard Measure
20100,Arrangements For Trade In Goods Committee Procedure
20101,Rules Of Origin And Implementation Procedures Regional Value Content
20102,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Further Adjustments To The Value Of Materials
20103,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
20104,Rules Of Origin Goods Produced Using Non-Originating Materials
20105,"Rules Of Origin And Implementation Procedures Accessories, Spare Parts And Tools"
20106,Rules Of Origin And Operational Procedures Regional Value Content
20107,Customs Procedures Verifications For Preferential Tariff Treatment
20108,Rules Of Origin Transitional Provisions For Goods In Transit And Storage
20109,Rules Of Origin And Operational Procedures Preferential Tariff Treatment
20110,Certificate Of Origin And Customs Procedures Obligations Regarding Importations
20111,Rules Of Origin Goods Produced Using Non-Originating Materials
20112,Rules Of Origin Calculation Of Costs Œ Allowable Expenditure On Materials
20113,Customs Procedures Related To The Origin Of Goods Origin Verification Procedures
20114,"General Provisions Annexes, Protocols And Amendments"
20115,Rules Of Origin And Implementation Procedures Origin Declaration By Approved Exporter
20116,Rules Of Origin And Implementation Procedures Origin Declaration By Approved Exporter
20117,Rules Of Origin Declaration Of Origin And Certificate Of Origin
20118,Rules Of Origin And Origin Procedures Obligations Relating To Exportations
20119,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Obligations Relating To Exportations
20120,Rules Of Origin And Implementation Procedures Amendments To Certificates Or Declarations Of Origin
20121,Origin Procedures Validity Of Certificate Of Origin
20122,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
20123,Rules Of Origin And Related Operational Procedures Exemption Of Obligation Of Submitting Certificate Of Origin
20124,Rules Of Origin And Origin Procedures Denial Of Preferential Tariff Treatment
20125,Rules Of Origin And Implementation Procedures Amendments To Certificates Or Declarations Of Origin
20126,Rules Of Origin And Origin Procedures Post-Importation Claims For Preferential Tariff Treatment
20127,Rules Of Origin And Origin Procedures Refunds And Claims For Preferential Tariff Treatment After Importation
20128,Customs Duties And Non-Tariff Measures Rules Of Origin
20129,Rules Of Origin Denial Of Preferential Tariff Treatment
20130,Rules Of Origin And Implementation Procedures Amendments To Certificates Or Declarations Of Origin
20131,Certificate Of Origin And Customs Procedures Obligations Regarding Exportations
20132,Rules Of Origin And Related Customs Procedures Penalties
20133,Customs Procedures Related To The Origin Of Goods Origin Verification Procedures
20134,Customs Procedures Related To The Origin Of Goods Origin Verification Procedures
20135,Customs Procedures Obligations Relating To Exportations
20136,Customs Administration And Trade Facilitation Execution Of Assistance Requests
20137,Origin Procedures And Trade Facilitation Advance Rulings
20138,Rules Of Origin And Implementation Procedures Denial Of Preferential Tariff Treatment
20139,Customs Procedures Denial Of Preferential Tariff Treatment
20140,Rules Of Origin And Origin Procedures Determinations On Claims For Preferential Tariff Treatment
20141,Customs Procedures Origin Verifications
20142,National Treatment And Market Access For Goods Remanufactured Goods
20143,Rules Of Origin And Origin Implementation Procedures Treatment Of Certain Goods
20144,Customs Procedures Co-Operation In Customs Matters
20145,Customs Procedures And Trade Facilitation General Principles
20146,Customs Procedures And Trade Facilitation Simplification Of Customs Procedures
20147,Customs And Trade Facilitation Mutual Administrative Assistance In Customs Matters
20148,General Provisions Confidentiality Of Information
20149,Customs Procedures Related To The Origin Of Goods Advance Rulings
20150,Customs Procedures And Trade Facilitation Advance Rulings
20151,Dispute Settlement Preliminary Ruling On Urgency
20152,Customs Procedures Related To The Origin Of Goods Advance Rulings
20153,Rules Of Origin Advance Rulings
20154,Final Provisions Disclosure Of Information
20155,Customs Procedures Related To The Origin Of Goods Advance Rulings
20156,Customs Procedures Related To The Origin Of Goods Review And Appeal
20157,Procedures For And Settlement Of Disputes Language Of Submissions
20158,Customs Administration Advance Rulings
20159,Customs Administration And Trade Facilitation Information Exchange
20160,Customs Procedures Paperless Trading
20161,Customs And Trade Facilitation Customs Procedures
20162,Customs Procedures Objectives
20163,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
20164,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
20165,Safeguard Measures Notification And Consultations
